type,severity,message,project_name,project_code,ministry,sector,state,risk_score
PF_GAP,WARNING,Physical-Financial gap of 52.0%,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
TIME_OVERRUN,CRITICAL,Delayed by 49 months,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in Myanmar,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
EXPENDITURE_LAG,CRITICAL,Only 20% budget spent but 153% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,74.4
PF_GAP,WARNING,Physical-Financial gap of 52.0%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,74.4
ELEVATED_RISK_ML,WARNING,ML risk score: 74/100,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,74.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at crossing,619057.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,43.1
COST_ESCALATION,CRITICAL,Cost escalated by 79.8% from original,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,86.7
EXPENDITURE_LAG,CRITICAL,Only 9% budget spent but 209% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,86.7
PF_GAP,WARNING,Physical-Financial gap of 55.6%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,86.7
HIGH_RISK_ML,CRITICAL,ML risk score: 87/100,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,86.7
TIME_OVERRUN,WARNING,Delayed by 13 months,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH-,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,86.7
COST_ESCALATION,WARNING,Cost escalated by 43.8% from original,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from Km,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
PF_GAP,WARNING,Physical-Financial gap of 25.1%,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from Km,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from Km,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
EXPENDITURE_LAG,CRITICAL,Only 15% budget spent but 158% time elapsed,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on,617897.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.2
PF_GAP,WARNING,Physical-Financial gap of 73.7%,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on,617897.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.2
TIME_OVERRUN,WARNING,Delayed by 17 months,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on,617897.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.2
PF_GAP,WARNING,Physical-Financial gap of 21.3%,Widening & Strenthening from km132.895 to km 190.15 NH-80,617958.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,53.4
TIME_OVERRUN,WARNING,Delayed by 24 months,Widening & Strenthening from km132.895 to km 190.15 NH-80,617958.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,53.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening & Strenthening from km132.895 to km 190.15 NH-80,617958.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,53.4
COST_ESCALATION,CRITICAL,Cost escalated by 51.8% from original,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 328% time elapsed,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
PF_GAP,WARNING,Physical-Financial gap of 97.0%,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
HIGH_RISK_ML,CRITICAL,ML risk score: 95/100,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
TIME_OVERRUN,CRITICAL,Delayed by 83 months,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,617961.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,95.4
COST_ESCALATION,WARNING,Cost escalated by 23.1% from original,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 331% time elapsed,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
PF_GAP,WARNING,Physical-Financial gap of 99.7%,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
HIGH_RISK_ML,CRITICAL,ML risk score: 86/100,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
TIME_OVERRUN,CRITICAL,Delayed by 84 months,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and,617966.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,86.1
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 108% time elapsed,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29 B of,617969.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,53.6
PF_GAP,WARNING,Physical-Financial gap of 62.0%,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29 B of,617969.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,53.6
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 139% time elapsed,Improvement to Two lane with Paved Shoulder from Junction of NH22 near Hajipur to,618073.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,55.6
PF_GAP,WARNING,Physical-Financial gap of 61.0%,Improvement to Two lane with Paved Shoulder from Junction of NH22 near Hajipur to,618073.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,55.6
EXPENDITURE_LAG,CRITICAL,Only 25% budget spent but 103% time elapsed,Pre construction activity of NH 122B from km 0 to 72.348 and Improvement to two,618074.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,30.7
PF_GAP,WARNING,Physical-Financial gap of 71.3%,Pre construction activity of NH 122B from km 0 to 72.348 and Improvement to two,618074.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,30.7
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 89% time elapsed,Improvement to two lane with paved shoulders of BH WB Border Amdabad Manihari,618080.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,46.0
PROGRESS_STAGNATION,CRITICAL,Only 8% progress with 89% time elapsed,Improvement to two lane with paved shoulders of BH WB Border Amdabad Manihari,618080.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,46.0
PF_GAP,WARNING,Physical-Financial gap of 46.6%,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in,618121.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,61.2
ELEVATED_RISK_ML,WARNING,ML risk score: 61/100,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in,618121.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,61.2
TIME_OVERRUN,WARNING,Delayed by 23 months,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in,618121.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,61.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in,618121.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,61.2
EXPENDITURE_LAG,CRITICAL,Only 14% budget spent but 88% time elapsed,Pre-Construction activities from Km 134.000 to Km 190.233 of NH-333A and,618126.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.9
PF_GAP,WARNING,Physical-Financial gap of 44.7%,Pre-Construction activities from Km 134.000 to Km 190.233 of NH-333A and,618126.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Pre-Construction activities from Km 134.000 to Km 190.233 of NH-333A and,618126.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.9
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 128% time elapsed,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda,618146.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.6
PF_GAP,WARNING,Physical-Financial gap of 38.9%,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda,618146.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,54.6
EXPENDITURE_LAG,CRITICAL,Only 21% budget spent but 157% time elapsed,construction of a new 4 lane Parallel to existing MG Setu with its approaces from km,618228.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,56.1
PF_GAP,WARNING,Physical-Financial gap of 54.1%,construction of a new 4 lane Parallel to existing MG Setu with its approaces from km,618228.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,56.1
TIME_OVERRUN,CRITICAL,Delayed by 39 months,construction of a new 4 lane Parallel to existing MG Setu with its approaces from km,618228.0,Ministry of Road Transport & Highways,Roads & Highways,Bihar,56.1
